X1_pfam_counts.txt	X2_pfam_counts.txt	X3_pfam_counts.txt	X4_pfam_counts.txt	X5_pfam_counts.txt	X6_pfam_counts.txt	pfamdesc	molecular_function	biological_process	cellular_component
PF05400	0	0	0	0	1	0	Flagellar protein FliT	NA	NA	NA
PF01698	0	0	0	0	1	0	Floricaula / Leafy protein	GO:0003677	GO:0006355	NA
PF05911	0	0	0	0	1	0	Filament-like plant protein, long coiled-coil	NA	NA	NA
PF15554	0	0	0	0	1	0	FSIP1 family	NA	NA	NA
PF14922	0	0	0	0	1	2	Protein of unknown function	NA	NA	NA
PF16874	0	0	0	0	1	2	Glycosyl hydrolase family 36 C-terminal domain	NA	NA	NA
PF02324	0	0	0	0	1	0	Glycosyl hydrolase family 70	GO:0046527	GO:0009250	NA
PF03414	0	0	0	0	1	0	Glycosyltransferase family 6	GO:0016758	GO:0005975	GO:0016020
PF16555	0	0	0	0	1	3	Gram-positive pilin subunit D1, N-terminal	NA	NA	NA
PF07111	0	0	0	0	1	0	Alpha helical coiled-coil rod protein (HCR)	NA	GO:0030154	NA
PF04618	0	0	0	0	1	0	HD-ZIP protein N terminus	NA	NA	GO:0005634
PF14699	0	0	0	0	1	0	N-terminal domain from the human glycogen debranching enzyme	NA	NA	NA
PF11413	0	0	0	0	1	0	Hypoxia-inducible factor-1	NA	NA	NA
PF05636	0	0	0	0	1	3	HIGH Nucleotidyl Transferase	NA	NA	NA
PF16515	0	0	0	0	1	0	Clathrin-binding domain of Huntingtin-interacting protein 1	NA	NA	NA
PF16927	0	0	0	0	1	0	N-terminal 7TM region of histidine kinase	NA	NA	NA
PF12347	0	0	0	0	1	0	Holliday junction regulator protein family C-terminal repeat	NA	NA	NA
PF04967	0	0	0	0	1	0	HTH DNA binding domain	NA	NA	NA
PF13730	0	0	0	0	1	5	Helix-turn-helix domain	NA	NA	NA
PF15874	0	0	0	0	1	0	Putative Interleukin 2 receptor, gamma chain	NA	NA	NA
PF09779	0	0	0	0	1	0	Ima1 N-terminal domain	NA	NA	NA
PF15565	0	0	0	0	1	0	Immunity protein 30	NA	NA	NA
PF14837	0	0	0	0	1	0	Integrator complex subunit 5 N-terminus	NA	NA	NA
PF04120	0	0	0	0	1	0	Low affinity iron permease	NA	GO:0055085	NA
PF06585	0	0	0	0	1	0	Haemolymph juvenile hormone binding protein (JHBP)	NA	NA	NA
PF15619	0	0	0	0	1	0	Ciliary protein causing Leber congenital amaurosis disease	NA	NA	NA
PF11467	0	0	0	0	1	0	Lens epithelium-derived growth factor (LEDGF)	NA	NA	NA
PF14651	0	0	0	0	1	0	Lipocalin / cytosolic fatty-acid binding protein family	NA	NA	NA
PF10158	0	0	0	0	1	0	Tumour suppressor protein	NA	NA	NA
PF10545	0	0	0	0	1	2	Alcohol dehydrogenase transcription factor Myb/SANT-like	NA	NA	NA
PF07502	0	0	0	0	1	0	MANEC domain	NA	NA	NA
PF08923	0	0	0	0	1	1	Mitogen-activated protein kinase kinase 1 interacting	NA	GO:0032006	NA
PF08612	0	0	0	0	1	0	TATA-binding related factor (TRF) of subunit 20 of Mediator complex	GO:0001104	GO:0006357	GO:0016592
PF11232	0	0	0	0	1	0	Mediator complex subunit 25 PTOV activation and synapsin 2	NA	NA	NA
PF11594	0	0	0	0	1	0	Mediator complex subunit 28	NA	NA	NA
PF11315	0	0	0	0	1	0	Mediator complex subunit 30	NA	NA	NA
PF04013	0	0	0	0	1	1	Putative SAM-dependent RNA methyltransferase	GO:0008175	NA	NA
PF12448	0	0	0	0	1	0	Kinesin associated protein	NA	NA	NA
PF02940	0	0	0	0	1	0	mRNA capping enzyme, beta chain	GO:0004651	NA	NA
PF05781	0	0	0	0	1	0	MRVI1 protein	NA	NA	NA
PF13984	0	0	0	0	1	0	MsyB protein	NA	NA	NA
PF05440	0	0	0	0	1	0	Tetrahydromethanopterin S-methyltransferase subunit B	GO:0030269	GO:0015948	GO:0016021
PF04210	0	0	0	0	1	0	Tetrahydromethanopterin S-methyltransferase, subunit G	GO:0030269	GO:0015948	GO:0016021
PF11933	0	0	0	0	1	0	Cytoplasmic domain of voltage-gated Na+ ion channel	NA	NA	NA
PF16665	0	0	0	0	1	0	Unstructured region on nuclear receptor coactivator protein	NA	NA	NA
PF15065	0	0	0	0	1	1	Lysosomal transcription factor, NCU-G1	NA	NA	NA
PF09531	0	0	0	0	1	1	Nucleoporin protein Ndc1-Nup	NA	NA	NA
PF08619	0	0	0	0	1	0	Alkali metal cation/H+ antiporter Nha1 C terminus	GO:0015385	GO:0006814	GO:0016020
PF03206	0	0	0	0	1	0	Nitrogen fixation protein NifW	NA	GO:0009399	NA
PF04319	0	0	0	0	1	0	NifZ domain	NA	GO:0009399	NA
PF01234	0	0	0	0	1	1	NNMT/PNMT/TEMT family	GO:0008168	NA	NA
PF07127	0	0	0	0	1	0	Late nodulin protein	GO:0046872	GO:0009878	NA
PF06471	0	0	0	0	1	0	NSP11	GO:0003968,GO:0004197,GO:0008168,GO:0016896	NA	NA
PF15458	0	0	0	0	1	1	Nineteen complex-related protein 2	NA	GO:0000390	GO:0071008
PF15967	0	0	0	0	1	0	Nucleoporin FG repeated region	NA	NA	NA
PF07303	0	0	0	0	1	0	Occludin homology domain	NA	NA	NA
PF15302	0	0	0	0	1	0	P33 mono-oxygenase	NA	NA	NA
PF08526	0	0	0	0	1	0	Protein-arginine deiminase (PAD) N-terminal domain	GO:0004668,GO:0005509	NA	GO:0005737
PF15715	0	0	0	0	1	0	PCNA-associated factor	NA	GO:0006974,GO:0051726	NA
PF13798	0	0	0	0	1	1	Protein of unknown function with PCYCGC motif	NA	NA	NA
PF11918	0	0	0	0	1	0	N-terminal domain of Peptidase_S41 in eukaryotic IRBP	NA	NA	NA
PF08192	0	0	0	0	1	0	Peptidase family S64	NA	NA	NA
PF06530	0	0	0	0	1	0	Phage antitermination protein Q	GO:0003677	GO:0060567	NA
PF07352	0	0	0	0	1	0	Bacteriophage Mu Gam like protein	GO:0003690	GO:0042262	NA
PF09328	0	0	0	0	1	0	Domain of unknown function (DUF1984)	GO:0016756,GO:0046872	GO:0010038,GO:0046938	NA
PF09373	0	0	0	0	1	0	Pseudomurein-binding repeat	NA	NA	NA
PF15691	0	0	0	0	1	0	Protein phosphatase 1 regulatory subunit 32	NA	NA	NA
PF14895	0	0	0	0	1	0	Protein phosphatase 1 inhibitor	GO:0019902	GO:0010923	NA
PF02340	0	0	0	0	1	0	PRRSV putative envelope protein	NA	NA	NA
PF07769	0	0	0	0	1	0	psiF repeat	NA	NA	NA
PF02255	0	0	0	0	1	2	PTS system, Lactose/Cellobiose specific IIA subunit	NA	GO:0009401	NA
PF07905	0	0	0	0	1	3	Purine catabolism regulatory protein-like family	NA	NA	NA
PF15884	0	0	0	0	1	0	Protein QIL1	NA	NA	NA
PF14663	0	0	0	0	1	0	Rapamycin-insensitive companion of mTOR RasGEF_N domain	NA	NA	NA
PF11464	0	0	0	0	1	1	Rabenosyn Rab binding domain	NA	NA	NA
PF14051	0	0	0	0	1	0	N-terminal domain of DPF2/REQ.	NA	NA	NA
PF02009	0	0	0	0	1	1	Rifin/stevor family	NA	NA	NA
PF08633	0	0	0	0	1	0	Rox3 mediator complex subunit	GO:0001104	GO:0006357	GO:0016592
PF03428	0	0	0	0	1	1	Replication protein C N-terminal domain	NA	NA	NA
PF14766	0	0	0	0	1	0	Replication protein A interacting N-terminal	NA	NA	NA
PF04048	0	0	0	0	1	0	Sec8 exocyst complex component specific domain	NA	GO:0006904,GO:0015031	GO:0000145
PF04360	0	0	0	0	1	0	Serglycin	NA	NA	NA
PF12793	0	0	0	0	1	0	Sugar transport-related sRNA regulator N-term	NA	NA	NA
PF05458	0	0	0	0	1	0	Cd27 binding protein (Siva)	NA	NA	NA
PF12510	0	0	0	0	1	0	Smoothelin cytoskeleton protein	NA	NA	NA
PF16533	0	0	0	0	1	3	STIM1 Orai1-activating region	NA	NA	NA
PF15279	0	0	0	0	1	0	Sine oculis-binding protein	NA	NA	NA
PF03700	0	0	0	0	1	0	Sorting nexin, N-terminal domain	NA	GO:0006886	NA
PF12444	0	0	0	0	1	0	Sox developmental protein N terminal	NA	NA	NA
PF15175	0	0	0	0	1	0	Spermatogenesis-associated protein 24	NA	NA	NA
PF08769	0	0	0	0	1	1	Sporulation initiation factor Spo0A C terminal	GO:0003700,GO:0005509	GO:0006355,GO:0042173	GO:0005737
PF15253	0	0	0	0	1	1	SCL-interrupting locus protein N-terminus	NA	NA	NA
PF10494	0	0	0	0	1	0	Serine-threonine protein kinase 19	NA	NA	NA
PF10496	0	0	0	0	1	1	SNARE-complex protein Syntaxin-18 N-terminus	NA	NA	NA
PF05108	0	0	0	0	1	0	Type VII secretion system ESX-1, transport TM domain B	NA	NA	NA
PF12009	0	0	0	0	1	0	Telomerase ribonucleoprotein complex - RNA binding domain	GO:0003964	NA	NA
PF01397	0	0	0	0	1	0	Terpene synthase, N-terminal domain	GO:0010333,GO:0016829	GO:0008152	NA
PF09515	0	0	0	0	1	1	Thiamine transporter protein (Thia_YuaJ)	GO:0015234	GO:0015888	GO:0005886
PF08721	0	0	0	0	1	0	TnsA endonuclease C terminal	NA	NA	NA
PF12885	0	0	0	0	1	0	Transducer of regulated CREB activity middle domain	NA	NA	NA
PF06122	0	0	0	0	1	1	Conjugative relaxosome accessory transposon protein	NA	NA	NA
PF12928	0	0	0	0	1	3	tRNA-splicing endonuclease subunit sen54 N-term	NA	NA	NA
PF06011	0	0	0	0	1	0	Transient receptor potential (TRP) ion channel	NA	NA	NA
PF15456	0	0	0	0	1	0	Up-regulated During Septation	NA	NA	NA
PF16534	0	0	0	0	1	1	Ubiquitin-like oligomerisation domain of SATB	NA	NA	NA
PF05254	0	0	0	0	1	0	Uncharacterised protein family (UPF0203)	NA	NA	NA
PF06783	0	0	0	0	1	0	Uncharacterised protein family (UPF0239)	NA	NA	GO:0016021
PF06257	0	0	0	0	1	5	Biofilm formation stimulator VEG	NA	GO:0042710	NA
PF16854	0	0	0	0	1	2	Vacuolar protein sorting-associated protein 53 C-terminus	NA	NA	NA
PF16362	0	0	0	0	1	0	YaiA protein	NA	NA	NA
PF10757	0	0	0	0	1	0	Biofilm formation regulator YbaJ	NA	NA	NA
PF13982	0	0	0	0	1	0	YbfN-like lipoprotein	NA	NA	NA
PF05758	0	0	0	0	1	1	Ycf1	NA	NA	NA
PF13989	0	0	0	0	1	0	YejG-like protein	NA	NA	NA
PF10797	0	0	0	0	1	0	Protein of unknown function	NA	NA	NA
PF06248	0	0	0	0	1	0	Centromere/kinetochore Zw10	NA	GO:0007067	GO:0000775,GO:0005634
PF06135	0	0	0	0	0	13	Bacterial protein of unknown function (DUF965)	NA	NA	NA
PF08503	0	0	0	0	0	6	Tetrahydrodipicolinate succinyltransferase N-terminal	GO:0047200	NA	NA
PF16523	0	0	0	0	0	5	betaPIX coiled coil	NA	NA	NA
PF09889	0	0	0	0	0	5	Uncharacterized protein containing a Zn-ribbon (DUF2116)	NA	NA	NA
PF08800	0	0	0	0	0	5	VirE N-terminal domain	NA	NA	NA
PF16285	0	0	0	0	0	4	Domain of unknown function (DUF4931)	NA	NA	NA
PF04363	0	0	0	0	0	4	Protein of unknown function (DUF496)	NA	NA	NA
PF08222	0	0	0	0	0	4	CodY helix-turn-helix domain	NA	NA	NA
PF10688	0	0	0	0	0	4	Bacterial inner membrane protein	NA	NA	NA
PF16264	0	0	0	0	0	4	SatD family (SatD)	NA	NA	NA
PF05434	0	0	0	0	0	4	TMEM9	NA	NA	GO:0016021
PF05621	0	0	0	0	0	4	Bacterial TniB protein	NA	NA	NA
PF13728	0	0	0	0	0	4	F plasmid transfer operon protein	NA	NA	NA
PF05232	0	0	0	0	0	3	Chlorhexidine efflux transporter	NA	NA	NA
PF15066	0	0	0	0	0	3	Cancer-associated gene protein 1 family	NA	NA	NA
PF01955	0	0	0	0	0	3	Adenosylcobinamide amidohydrolase	NA	NA	NA
PF00942	0	0	0	0	0	3	Cellulose binding domain	GO:0030248	GO:0005975	NA
PF11658	0	0	0	0	0	3	Cellulose biosynthesis protein BcsG	NA	NA	NA
PF07030	0	0	0	0	0	3	Protein of unknown function (DUF1320)	NA	NA	NA
PF07753	0	0	0	0	0	3	Protein of unknown function (DUF1609)	NA	NA	NA
PF10038	0	0	0	0	0	3	Protein of unknown function (DUF2274)	NA	NA	NA
PF10983	0	0	0	0	0	3	Protein of unknown function (DUF2793)	NA	NA	NA
PF11281	0	0	0	0	0	3	Protein of unknown function (DUF3083)	NA	NA	NA
PF12979	0	0	0	0	0	3	Domain of Unknown Function with PDB structure (DUF3863)	NA	NA	NA
PF13165	0	0	0	0	0	3	Protein of unknown function (DUF4001)	NA	NA	NA
PF13170	0	0	0	0	0	3	Protein of unknown function (DUF4003)	NA	NA	NA
PF13331	0	0	0	0	0	3	Domain of unknown function (DUF4093)	NA	NA	NA
PF06005	0	0	0	0	0	3	Protein of unknown function (DUF904)	NA	GO:0000917,GO:0043093	GO:0005737
PF07477	0	0	0	0	0	3	Glycosyl hydrolase family 67 C-terminus	GO:0046559	GO:0045493	GO:0005576
PF10644	0	0	0	0	0	3	Misato Segment II tubulin-like domain	NA	NA	NA
PF14943	0	0	0	0	0	3	Mitochondrial ribosome subunit S26	NA	NA	GO:0005763
PF13726	0	0	0	0	0	3	Na+-H+ antiporter family	NA	NA	NA
PF05367	0	0	0	0	0	3	Phage endonuclease I	GO:0008833	GO:0015074,GO:0016032	NA
PF06791	0	0	0	0	0	3	Prophage tail length tape measure protein	NA	NA	NA
PF06401	0	0	0	0	0	2	Alpha-2-macroglobulin RAP, C-terminal domain	GO:0008201,GO:0050750	NA	GO:0005783
PF11728	0	0	0	0	0	2	Putative aromatic acid exporter C-terminal domain	NA	NA	NA
PF02923	0	0	0	0	0	2	Restriction endonuclease BamHI	NA	NA	NA
PF14585	0	0	0	0	0	2	CagY type 1 repeat	NA	NA	NA
PF09701	0	0	0	0	0	2	CRISPR-associated protein (Cas_Cmr5)	NA	NA	NA
PF12876	0	0	0	0	0	2	Sugar-binding cellulase-like	NA	NA	NA
PF15627	0	0	0	0	0	2	CEP76 C2 domain	NA	NA	NA
PF00030	0	0	0	0	0	2	Beta/Gamma crystallin	NA	NA	NA
PF13644	0	0	0	0	0	2	DKNYY family	NA	NA	NA
PF08876	0	0	0	0	0	2	Domain of unknown function (DUF1836)	NA	NA	NA
PF09740	0	0	0	0	0	2	Uncharacterized conserved protein (DUF2043)	NA	NA	NA
PF09926	0	0	0	0	0	2	Uncharacterized small protein (DUF2158)	NA	NA	NA
PF09960	0	0	0	0	0	2	Uncharacterized protein conserved in bacteria (DUF2194)	NA	NA	NA
PF09574	0	0	0	0	0	2	Protein  of unknown function (Duf2374)	NA	NA	NA
PF09537	0	0	0	0	0	2	Domain of unknown function (DUF2383)	NA	NA	NA
PF10845	0	0	0	0	0	2	Protein of unknown function (DUF2576)	NA	NA	NA
PF10978	0	0	0	0	0	2	Protein of unknown function (DUF2785)	NA	NA	NA
PF10997	0	0	0	0	0	2	Protein of unknown function (DUF2837)	NA	NA	NA
PF11145	0	0	0	0	0	2	Protein of unknown function (DUF2921)	NA	NA	NA
PF11207	0	0	0	0	0	2	Protein of unknown function (DUF2989)	NA	NA	NA
PF11348	0	0	0	0	0	2	Protein of unknown function (DUF3150)	NA	NA	NA
PF03777	0	0	0	0	0	2	Small secreted domain (DUF320)	NA	NA	NA
PF12026	0	0	0	0	0	2	Domain of unknown function (DUF3513)	NA	NA	NA
PF12986	0	0	0	0	0	2	Domain of unknown function (DUF3870)	NA	NA	NA
PF14021	0	0	0	0	0	2	Protein of unknown function (DUF4237)	NA	NA	NA
PF14337	0	0	0	0	0	2	Domain of unknown function (DUF4393)	NA	NA	NA
PF15027	0	0	0	0	0	2	Domain of unknown function (DUF4525)	NA	NA	NA
PF16090	0	0	0	0	0	2	Domain of unknown function (DUF4819)	NA	NA	NA
PF16410	0	0	0	0	0	2	Domain of unknown function (DUF5018)	NA	NA	NA
PF05949	0	0	0	0	0	2	Bacterial protein of unknown function (DUF881)	NA	NA	NA
PF15870	0	0	0	0	0	2	ElonginA binding-protein 1	NA	NA	NA
PF15051	0	0	0	0	0	2	FAM198 protein	NA	NA	NA
PF07734	0	0	0	0	0	2	F-box associated	NA	NA	NA
PF14742	0	0	0	0	0	2	N-terminal domain of (some) glycogen debranching enzymes	NA	NA	NA
PF03718	0	0	0	0	0	2	Glycosyl hydrolase family 49	GO:0004553	NA	NA
PF12941	0	0	0	0	0	2	HCV NS5a protein C-terminal region	NA	NA	NA
PF12282	0	0	0	0	0	2	Signal transduction histidine kinase	NA	NA	NA
PF12737	0	0	0	0	0	2	C-terminal domain of homeodomain 1	NA	NA	NA
PF14942	0	0	0	0	0	2	Organelle biogenesis, Muted-like protein	NA	NA	GO:0030133,GO:0031083
PF02365	0	0	0	0	0	2	No apical meristem (NAM) protein	GO:0003677	GO:0006355	NA
PF03535	0	0	0	0	0	2	Paxillin family	NA	NA	NA
PF13962	0	0	0	0	0	2	Domain of unknown function	NA	NA	NA
PF09682	0	0	0	0	0	2	Bacteriophage holin of superfamily 6 (Holin_LLH)	NA	NA	NA
PF09681	0	0	0	0	0	2	N-terminal phage replisome organiser (Phage_rep_org_N)	NA	NA	NA
PF09693	0	0	0	0	0	2	Phage uncharacterised protein (Phage_XkdX)	NA	NA	NA
PF12222	0	0	0	0	0	2	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A	NA	NA	NA
PF08708	0	0	0	0	0	2	Primase C terminal 1 (PriCT-1)	NA	NA	NA
PF14462	0	0	0	0	0	2	Prokaryotic E2 family E	NA	NA	NA
PF16614	0	0	0	0	0	2	Unstructured region two on RhoGEF 6 and 7	NA	NA	NA
PF12328	0	0	0	0	0	2	Rpp20 subunit of nuclear RNase MRP and P	GO:0004526	GO:0008033	GO:0005634
PF07404	0	0	0	0	0	2	Telomere-binding protein beta subunit (TEBP beta)	GO:0042162	NA	GO:0000781
PF08198	0	0	0	0	0	2	Thymopoietin protein	GO:0003677	NA	NA
PF06527	0	0	0	0	0	2	TniQ	NA	NA	NA
PF06986	0	0	0	0	0	2	Type-1V conjugative transfer system mating pair stabilisation	NA	NA	NA
PF01818	0	0	0	0	0	2	Bacteriophage translational regulator	GO:0003723	NA	NA
PF01359	0	0	0	0	0	2	Transposase (partial DDE domain)	NA	NA	NA
PF00234	0	0	0	0	0	2	Protease inhibitor/seed storage/LTP family	NA	NA	NA
PF15000	0	0	0	0	0	2	Tumour suppressor candidate 2	NA	NA	NA
PF08664	0	0	0	0	0	2	YcbB domain	NA	NA	NA
PF10355	0	0	0	0	0	2	Protein of unknown function (Ytp1)	NA	NA	NA
PF08793	0	0	0	0	0	1	2-cysteine adaptor domain	NA	NA	NA
PF10327	0	0	0	0	0	1	Serpentine type 7TM GPCR chemoreceptor Sri	NA	NA	NA
PF10328	0	0	0	0	0	1	Serpentine type 7TM GPCR chemoreceptor Srx	NA	NA	NA
PF03678	0	0	0	0	0	1	Hexon, adenovirus major coat protein, C-terminal domain	GO:0005198	NA	GO:0019028
PF14186	0	0	0	0	0	1	Cytoskeletal adhesion	NA	NA	NA
PF02903	0	0	0	0	0	1	Alpha amylase, N-terminal ig-like domain	GO:0004553	GO:0005975	NA
PF03230	0	0	0	0	0	1	Antirestriction protein	NA	NA	NA
PF08210	0	0	0	0	0	1	APOBEC-like N-terminal domain	GO:0008270,GO:0016814	NA	NA
PF03115	0	0	0	0	0	1	Astrovirus capsid protein precursor	NA	NA	NA
PF15632	0	0	0	0	0	1	ATP-grasp in the biosynthetic pathway with Ter operon	NA	NA	NA
PF15336	0	0	0	0	0	1	Autism susceptibility gene 2 protein	NA	NA	NA
PF03041	0	0	0	0	0	1	lef-2	NA	GO:0019083	NA
PF01586	0	0	0	0	0	1	Myogenic Basic domain	GO:0003677	GO:0006355,GO:0007517	GO:0005634
PF10404	0	0	0	0	0	1	Rad4 beta-hairpin domain 2	GO:0003677	NA	NA
PF00634	0	0	0	0	0	1	BRCA2 repeat	NA	NA	NA
PF08201	0	0	0	0	0	1	BssC/TutF protein	NA	NA	NA
PF04681	0	0	0	0	0	1	Blastomyces yeast-phase-specific protein	NA	NA	NA
PF15367	0	0	0	0	0	1	Calcium-binding and spermatid-specific protein 1	GO:0005509	GO:0007283	NA
PF03596	0	0	0	0	0	1	Cadmium resistance transporter	NA	NA	NA
PF09651	0	0	0	0	0	1	CRISPR-associated protein (Cas_APE2256)	NA	NA	NA
PF09670	0	0	0	0	0	1	CRISPR-associated protein (Cas_Cas02710)	NA	NA	NA
PF09484	0	0	0	0	0	1	CRISPR-associated protein TM1802 (cas_TM1802)	NA	NA	NA
PF03123	0	0	0	0	0	1	CAT RNA binding domain	GO:0003723	NA	NA
PF16841	0	0	0	0	0	1	Ca-dependent carbohydrate-binding module xylan-binding	NA	NA	NA
PF06564	0	0	0	0	0	1	Cellulose biosynthesis protein BcsQ	NA	NA	NA
PF08839	0	0	0	0	0	1	DNA replication factor CDT1 like	NA	NA	NA
PF07249	0	0	0	0	0	1	Cerato-platanin	NA	NA	NA
PF07538	0	0	0	0	0	1	Clostridial hydrophobic W	NA	NA	NA
PF01122	0	0	0	0	0	1	Eukaryotic cobalamin-binding protein	GO:0031419	GO:0015889	NA
PF09204	0	0	0	0	0	1	Bacterial self-protective colicin-like immunity	GO:0015643	GO:0030153	NA
PF05737	0	0	0	0	0	1	Collagen binding domain	GO:0005518	NA	NA
PF07835	0	0	0	0	0	1	Bacterial aa3 type cytochrome c oxidase subunit IV	NA	NA	NA
PF02937	0	0	0	0	0	1	Cytochrome c oxidase subunit VIc	NA	NA	NA
PF10147	0	0	0	0	0	1	Growth arrest and DNA-damage-inducible proteins-interacting protein 1	NA	GO:0007049	GO:0005634
PF06002	0	0	0	0	0	1	Alpha-2,3-sialyltransferase (CST-I)	NA	NA	NA
PF01083	0	0	0	0	0	1	Cutinase	GO:0016787	GO:0008152	NA
PF13816	0	0	0	0	0	1	Haem-containing dehydratase	NA	NA	NA
PF02336	0	0	0	0	0	1	Capsid protein VP4	GO:0005198	NA	GO:0019028
PF14040	0	0	0	0	0	1	Deoxyribonuclease NucA/NucB	NA	NA	NA
PF11053	0	0	0	0	0	1	Terminase DNA packaging enzyme	NA	NA	NA
PF12168	0	0	0	0	0	1	DNA polymerase III subunits tau domain IV DnaB-binding	NA	NA	NA
PF12316	0	0	0	0	0	1	Segment polarity protein dishevelled (Dsh) C terminal	NA	NA	NA
PF06299	0	0	0	0	0	1	Protein of unknown function (DUF1045)	NA	NA	NA
PF06551	0	0	0	0	0	1	Protein of unknown function (DUF1120)	NA	NA	NA
PF06697	0	0	0	0	0	1	Protein of unknown function (DUF1191)	NA	NA	NA
PF06947	0	0	0	0	0	1	Protein of unknown function (DUF1290)	NA	NA	NA
PF07096	0	0	0	0	0	1	Protein of unknown function (DUF1358)	NA	NA	NA
PF07114	0	0	0	0	0	1	Protein of unknown function (DUF1370)	NA	NA	NA
PF07119	0	0	0	0	0	1	Protein of unknown function (DUF1375)	NA	NA	NA
PF07205	0	0	0	0	0	1	Domain of unknown function (DUF1413)	NA	NA	NA
PF07285	0	0	0	0	0	1	Protein of unknown function (DUF1444)	NA	NA	NA
PF07356	0	0	0	0	0	1	Protein of unknown function (DUF1481)	NA	NA	NA
PF07377	0	0	0	0	0	1	Protein of unknown function (DUF1493)	NA	NA	NA
PF07619	0	0	0	0	0	1	Protein of unknown function (DUF1581)	NA	NA	NA
PF07854	0	0	0	0	0	1	Protein of unknown function (DUF1646)	NA	NA	NA
PF07872	0	0	0	0	0	1	Protein of unknown function (DUF1659)	NA	NA	NA
PF08226	0	0	0	0	0	1	Domain of unknown function (DUF1720)	NA	NA	NA
PF08862	0	0	0	0	0	1	Domain of unknown function DUF1829	NA	NA	NA
PF08896	0	0	0	0	0	1	Domain of unknown function (DUF1842)	NA	NA	NA
PF09391	0	0	0	0	0	1	Protein of unknown function (DUF2000)	NA	NA	NA
PF09633	0	0	0	0	0	1	Protein of unknown function (DUF2023)	NA	NA	NA
PF09919	0	0	0	0	0	1	Uncharacterized conserved protein (DUF2149)	NA	NA	NA
PF10053	0	0	0	0	0	1	Uncharacterized conserved protein (DUF2290)	NA	NA	NA
PF10054	0	0	0	0	0	1	Predicted periplasmic lipoprotein (DUF2291)	NA	NA	NA
PF10209	0	0	0	0	0	1	Uncharacterized conserved protein (DUF2340)	NA	NA	NA
PF10177	0	0	0	0	0	1	Uncharacterised conserved protein (DUF2371)	NA	NA	NA
PF09558	0	0	0	0	0	1	Protein of unknown function (DUF2375)	NA	NA	NA
PF10667	0	0	0	0	0	1	Protein of unknown function (DUF2486)	NA	NA	NA
PF10686	0	0	0	0	0	1	Protein of unknown function (DUF2493)	NA	NA	NA
PF10745	0	0	0	0	0	1	Protein of unknown function (DUF2530)	NA	NA	NA
PF10761	0	0	0	0	0	1	Protein of unknown function (DUF2590)	NA	NA	NA
PF10767	0	0	0	0	0	1	Protein of unknown function (DUF2593)	NA	NA	NA
PF11391	0	0	0	0	0	1	Protein of unknown function (DUF2798)	NA	NA	NA
PF10928	0	0	0	0	0	1	Protein of unknown function (DUF2810)	NA	NA	NA
PF11193	0	0	0	0	0	1	Protein of unknown function (DUF2812)	NA	NA	NA
PF10993	0	0	0	0	0	1	Protein of unknown function (DUF2818)	NA	NA	NA
PF11012	0	0	0	0	0	1	Protein of unknown function (DUF2850)	NA	NA	NA
PF11163	0	0	0	0	0	1	Protein of unknown function (DUF2947)	NA	NA	NA
PF11176	0	0	0	0	0	1	Protein of unknown function (DUF2962)	NA	NA	NA
PF11452	0	0	0	0	0	1	Protein of unknown function (DUF3000)	NA	NA	NA
PF11279	0	0	0	0	0	1	Protein of unknown function (DUF3080)	NA	NA	NA
PF11340	0	0	0	0	0	1	Protein of unknown function (DUF3142)	NA	NA	NA
PF11355	0	0	0	0	0	1	Protein of unknown function (DUF3157)	NA	NA	NA
PF11361	0	0	0	0	0	1	Protein of unknown function (DUF3159)	NA	NA	NA
PF11588	0	0	0	0	0	1	Protein of unknown function (DUF3243)	NA	NA	NA
PF03804	0	0	0	0	0	1	Viral domain of unknown function	NA	NA	NA
PF11623	0	0	0	0	0	1	Protein of unknown function (DUF3252)	NA	NA	NA
PF11659	0	0	0	0	0	1	Protein of unknown function (DUF3261)	NA	NA	NA
PF11667	0	0	0	0	0	1	Putative zincin peptidase	NA	NA	NA
PF11679	0	0	0	0	0	1	Protein of unknown function (DUF3275)	NA	NA	NA
PF11702	0	0	0	0	0	1	Protein of unknown function (DUF3295)	NA	NA	NA
PF11784	0	0	0	0	0	1	Protein of unknown function (DUF3320)	NA	NA	NA
PF11819	0	0	0	0	0	1	Domain of unknown function (DUF3338)	NA	NA	NA
PF11856	0	0	0	0	0	1	Protein of unknown function (DUF3376)	NA	NA	NA
PF11872	0	0	0	0	0	1	Protein of unknown function (DUF3392)	NA	NA	NA
PF11926	0	0	0	0	0	1	Domain of unknown function (DUF3444)	NA	NA	NA
PF11937	0	0	0	0	0	1	Protein of unknown function (DUF3455)	NA	NA	NA
PF12396	0	0	0	0	0	1	Protein of unknown function (DUF3659)	NA	NA	NA
PF12670	0	0	0	0	0	1	Protein of unknown function (DUF3792)	NA	NA	NA
PF12883	0	0	0	0	0	1	Protein of unknown function (DUF3828)	NA	NA	NA
PF12965	0	0	0	0	0	1	Domain of unknown function (DUF3854)	NA	NA	NA
PF13031	0	0	0	0	0	1	Protein of unknown function (DUF3892)	NA	NA	NA
PF13127	0	0	0	0	0	1	Protein of unknown function (DUF3955)	NA	NA	NA
PF13160	0	0	0	0	0	1	Protein of unknown function (DUF3995)	NA	NA	NA
