pfamacc	goterm	obsolete	consider	replaced	alt_id	go.name	go.namespace
8012	PF07881	GO:0008736					L-fucose isomerase activity	molecular_function
8013	PF07881	GO:0006004					fucose metabolic process	biological_process
8014	PF07881	GO:0005737					cytoplasm	cellular_component
8015	PF07882	GO:0008736					L-fucose isomerase activity	molecular_function
8016	PF07882	GO:0006004					fucose metabolic process	biological_process
8017	PF07882	GO:0005737					cytoplasm	cellular_component
8018	PF07886	GO:0009405					pathogenesis	biological_process
8021	PF07904	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
8022	PF07904	GO:0005634					nucleus	cellular_component
8023	PF07904	GO:0043189					H4/H2A histone acetyltransferase complex	cellular_component
8024	PF07912	GO:0009306				GO:0045166;GO:0045731;	protein secretion	biological_process
8025	PF07912	GO:0005788				GO:0016022;	endoplasmic reticulum lumen	cellular_component
8030	PF07926	GO:0006606					protein import into nucleus	biological_process
8031	PF07927	GO:0003729					mRNA binding	molecular_function
8032	PF07928	GO:0042147					retrograde transport, endosome to Golgi	biological_process
8034	PF07931	GO:0005524					ATP binding	molecular_function
8035	PF07931	GO:0016740					transferase activity	molecular_function
8036	PF07933	GO:0006897				GO:0016193;GO:0016196;	endocytosis	biological_process
8037	PF07933	GO:0016020					membrane	cellular_component
8038	PF07934	GO:0003684					damaged DNA binding	molecular_function
8039	PF07934	GO:0008534				GO:0003907;	oxidized purine nucleobase lesion DNA N-glycosylase activity	molecular_function
8040	PF07934	GO:0006289				GO:0045001;	nucleotide-excision repair	biological_process
8048	PF07943	GO:0009002					serine-type D-Ala-D-Ala carboxypeptidase activity	molecular_function
8049	PF07943	GO:0006508					proteolysis	biological_process
8052	PF07947	GO:0016021					integral component of membrane	cellular_component
8065	PF07959	GO:0016772					transferase activity, transferring phosphorus-containing groups	molecular_function
8068	PF07962	GO:0006974				GO:0034984;	cellular response to DNA damage stimulus	biological_process
8069	PF07962	GO:0007049					cell cycle	biological_process
8070	PF07962	GO:0048478					replication fork protection	biological_process
8071	PF07962	GO:0005634					nucleus	cellular_component
8075	PF07966	GO:0004190					aspartic-type endopeptidase activity	molecular_function
8076	PF07966	GO:0006508					proteolysis	biological_process
8077	PF07967	GO:0008270					zinc ion binding	molecular_function
8078	PF07967	GO:0005634					nucleus	cellular_component
8081	PF07973	GO:0005524					ATP binding	molecular_function
8082	PF07973	GO:0016876					ligase activity, forming aminoacyl-tRNA and related compounds	molecular_function
8083	PF07973	GO:0043039					tRNA aminoacylation	biological_process
8087	PF07989	GO:0005815					microtubule organizing center	cellular_component
8088	PF07992	GO:0016491					oxidoreductase activity	molecular_function
8089	PF07992	GO:0055114					oxidation-reduction process	biological_process
8090	PF07994	GO:0004512					inositol-3-phosphate synthase activity	molecular_function
8091	PF07994	GO:0006021					inositol biosynthetic process	biological_process
8092	PF07994	GO:0008654					phospholipid biosynthetic process	biological_process
8093	PF07995	GO:0016901					oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	molecular_function
8094	PF07995	GO:0048038					quinone binding	molecular_function
8095	PF07995	GO:0005975					carbohydrate metabolic process	biological_process
8096	PF07998	GO:0008270					zinc ion binding	molecular_function
8099	PF08013	GO:0019402					galactitol metabolic process	biological_process
8102	PF08019	GO:0016021					integral component of membrane	cellular_component
8103	PF08022	GO:0016491					oxidoreductase activity	molecular_function
8104	PF08022	GO:0055114					oxidation-reduction process	biological_process
8115	PF08029	GO:0000287					magnesium ion binding	molecular_function
8116	PF08029	GO:0003879					ATP phosphoribosyltransferase activity	molecular_function
8117	PF08029	GO:0000105					histidine biosynthetic process	biological_process
8118	PF08029	GO:0005737					cytoplasm	cellular_component
8119	PF08030	GO:0016491					oxidoreductase activity	molecular_function
8120	PF08030	GO:0055114					oxidation-reduction process	biological_process
8121	PF08031	GO:0016491					oxidoreductase activity	molecular_function
8122	PF08031	GO:0050660					flavin adenine dinucleotide binding	molecular_function
8123	PF08031	GO:0055114					oxidation-reduction process	biological_process
8124	PF08032	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
8130	PF08038	GO:0030150					protein import into mitochondrial matrix	biological_process
8131	PF08038	GO:0005742					mitochondrial outer membrane translocase complex	cellular_component
8133	PF08040	GO:0003954					NADH dehydrogenase activity	molecular_function
8134	PF08040	GO:0005739					mitochondrion	cellular_component
8135	PF08041	GO:0009512					cytochrome b6f complex	cellular_component
8136	PF08042	GO:0018189					pyrroloquinoline quinone biosynthetic process	biological_process
8153	PF08066	GO:0006396				GO:0006394;	RNA processing	biological_process
8154	PF08066	GO:0000176					nuclear exosome (RNase complex)	cellular_component
8155	PF08069	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
8156	PF08069	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
8157	PF08069	GO:0005840				GO:0033279;	ribosome	cellular_component
8158	PF08070	GO:0003677					DNA binding	molecular_function
8159	PF08070	GO:0003918					DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function
8160	PF08070	GO:0005524					ATP binding	molecular_function
8161	PF08070	GO:0005634					nucleus	cellular_component
8167	PF08073	GO:0003677					DNA binding	molecular_function
8168	PF08073	GO:0005524					ATP binding	molecular_function
8169	PF08073	GO:0008270					zinc ion binding	molecular_function
8170	PF08073	GO:0016818					hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function
8171	PF08073	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
8172	PF08073	GO:0005634					nucleus	cellular_component
8173	PF08074	GO:0003677					DNA binding	molecular_function
8174	PF08074	GO:0005524					ATP binding	molecular_function
8175	PF08074	GO:0008270					zinc ion binding	molecular_function
8176	PF08074	GO:0016818					hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function
8177	PF08074	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
8178	PF08074	GO:0005634					nucleus	cellular_component
8179	PF08082	GO:0000398				GO:0006374;GO:0006375;	mRNA splicing, via spliceosome	biological_process
8180	PF08083	GO:0000398				GO:0006374;GO:0006375;	mRNA splicing, via spliceosome	biological_process
8181	PF08085	GO:0009636					response to toxic substance	biological_process
8182	PF08085	GO:0016020					membrane	cellular_component
8238	PF08118	GO:0000001					mitochondrion inheritance	biological_process
8239	PF08118	GO:0007005					mitochondrion organization	biological_process
8240	PF08118	GO:0005743					mitochondrial inner membrane	cellular_component
8249	PF08122	GO:0022900					electron transport chain	biological_process
8250	PF08122	GO:0005739					mitochondrion	cellular_component
8251	PF08122	GO:0005747				GO:0005748;	mitochondrial respiratory chain complex I	cellular_component
8252	PF08123	GO:0018024					histone-lysine N-methyltransferase activity	molecular_function
8253	PF08125	GO:0016491					oxidoreductase activity	molecular_function
8254	PF08125	GO:0050662					coenzyme binding	molecular_function
8255	PF08125	GO:0055114					oxidation-reduction process	biological_process
8256	PF08126	GO:0004197					cysteine-type endopeptidase activity	molecular_function
8257	PF08127	GO:0004197					cysteine-type endopeptidase activity	molecular_function
8258	PF08127	GO:0050790					regulation of catalytic activity	biological_process
8272	PF08142	GO:0042254				GO:0007046;	ribosome biogenesis	biological_process
8273	PF08142	GO:0005634					nucleus	cellular_component
8274	PF08144	GO:0003723					RNA binding	molecular_function
8275	PF08145	GO:0006364				GO:0006365;	rRNA processing	biological_process
8276	PF08147	GO:0003723					RNA binding	molecular_function
8277	PF08147	GO:0005524					ATP binding	molecular_function
8278	PF08147	GO:0016818					hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function
8279	PF08147	GO:0005634					nucleus	cellular_component
8280	PF08150	GO:0016021					integral component of membrane	cellular_component
8281	PF08152	GO:0003723					RNA binding	molecular_function
8282	PF08152	GO:0004386					helicase activity	molecular_function
8283	PF08152	GO:0005524					ATP binding	molecular_function
8284	PF08152	GO:0005634					nucleus	cellular_component
8286	PF08159	GO:0005634					nucleus	cellular_component
8287	PF08163	GO:0003677					DNA binding	molecular_function
8288	PF08163	GO:0004677					DNA-dependent protein kinase activity	molecular_function
8289	PF08163	GO:0005524					ATP binding	molecular_function
8290	PF08163	GO:0006303					double-strand break repair via nonhomologous end joining	biological_process
8291	PF08163	GO:0005634					nucleus	cellular_component
8292	PF08164	GO:0005634					nucleus	cellular_component
8293	PF08165	GO:0016021					integral component of membrane	cellular_component
8295	PF08170	GO:0004526					ribonuclease P activity	molecular_function
8296	PF08170	GO:0006396				GO:0006394;	RNA processing	biological_process
8297	PF08172	GO:0006891					intra-Golgi vesicle-mediated transport	biological_process
8298	PF08172	GO:0030173					integral component of Golgi membrane	cellular_component
8312	PF08198	GO:0003677					DNA binding	molecular_function
8316	PF08210	GO:0008270					zinc ion binding	molecular_function
8317	PF08210	GO:0016814					hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	molecular_function
8318	PF08211	GO:0004126					cytidine deaminase activity	molecular_function
8319	PF08211	GO:0008270					zinc ion binding	molecular_function
8320	PF08211	GO:0009972					cytidine deamination	biological_process
8321	PF08214	GO:0004402				GO:0004403;GO:0004404;GO:0004405;GO:0004406;GO:0043166;GO:0046971;	histone acetyltransferase activity	molecular_function
8322	PF08214	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
8323	PF08214	GO:0016573					histone acetylation	biological_process
8324	PF08218	GO:0008771					[citrate (pro-3S)-lyase] ligase activity	molecular_function
8326	PF08220	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
8327	PF08220	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
8328	PF08220	GO:0005622					intracellular	cellular_component
8330	PF08236	GO:0018024					histone-lysine N-methyltransferase activity	molecular_function
8331	PF08236	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
8332	PF08236	GO:0034968					histone lysine methylation	biological_process
8333	PF08236	GO:0005694					chromosome	cellular_component
8334	PF08240	GO:0055114					oxidation-reduction process	biological_process
8335	PF08241	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
8336	PF08241	GO:0008152					metabolic process	biological_process
8337	PF08245	GO:0005524					ATP binding	molecular_function
8338	PF08245	GO:0009058					biosynthetic process	biological_process
8343	PF08264	GO:0000166					nucleotide binding	molecular_function
8344	PF08264	GO:0006418					tRNA aminoacylation for protein translation	biological_process
8345	PF08267	GO:0003871					5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function
8346	PF08267	GO:0008270					zinc ion binding	molecular_function
8347	PF08267	GO:0008652					cellular amino acid biosynthetic process	biological_process
8348	PF08272	GO:0003677					DNA binding	molecular_function
8349	PF08272	GO:0003917					DNA topoisomerase type I activity	molecular_function
8350	PF08272	GO:0006265					DNA topological change	biological_process
8351	PF08273	GO:0003896				GO:0003897;GO:0003898;	DNA primase activity	molecular_function
8352	PF08273	GO:0004386					helicase activity	molecular_function
8353	PF08273	GO:0008270					zinc ion binding	molecular_function
8354	PF08278	GO:0003896				GO:0003897;GO:0003898;	DNA primase activity	molecular_function
